ent	wal3-java-tail	x.wal.0000000000000001	1	4	RECORD	8	704	701	1146de037919467fb4ab333270a32a4065bd52baae9d2ed2b50739b674c7dc1d
ent	wal3-java-tail	x.wal.0000000000000001	1	5	RECORD	9	704	701	69ae8e97d290a5f5f27bd364675841bf4c5dfae775bdf225f0c3b0569c2bf104
sec	wal3-java-tail	x.wal.0000000000000002	0	S	2
ent	wal3-java-tail	x.wal.0000000000000002	0	0	RECORD	1	128	121	f3bc1137b3335e518964015a585455b0f1fa1f7fb1b46e709aeb3a7eefc3cf59
ent	wal3-java-tail	x.wal.0000000000000002	0	1	DELETE	2	-	-	-
sec	wal3-java-tail	x.wal.0000000000000002	1	S	1
ent	wal3-java-tail	x.wal.0000000000000002	1	0	RECORD	2	80	65	2520e4372cdb01d28714e4f0d83618c671392281d6e7bd29d8a0619e88ef1ffa
sec	wal3-java-tail	x.wal.0000000000000002	2	S	1
ent	wal3-java-tail	x.wal.0000000000000002	2	0	PREALLOC	10	-	-	-
sec	wal3-java-tail	x.wal.0000000000000002	3	S	1
ent	wal3-java-tail	x.wal.0000000000000002	3	0	RECORD	11	16	1	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
sec	wal3-java-tail	x.wal.0000000000000002	4	S	1
ent	wal3-java-tail	x.wal.0000000000000002	4	0	RECORD	12	48	33	a1c9453f99d108c6723b19c416b2861a12cb13103309bc033fef96f19d16658e
sec	wal3-java-tail	x.wal.0000000000000002	5	S	1
ent	wal3-java-tail	x.wal.0000000000000002	5	0	RECORD	12	0	0	-
sec	wal3-zig-tail	x.wal.0000000000000001	0	S	3
ent	wal3-zig-tail	x.wal.0000000000000001	0	0	RECORD	1	208	201	b3c9eed81f2ebdbd64e4d2f95b096207b1d2634fcb1b9c375ed894dabe19ea01
ent	wal3-zig-tail	x.wal.0000000000000001	0	1	RECORD	2	912	901	df5aacf4253639876681bbe862f2eae16ccca0a89ddb20fedce49302bacf751e
ent	wal3-zig-tail	x.wal.0000000000000001	0	2	PREALLOC	3	-	-	-
sec	wal3-zig-tail	x.wal.0000000000000001	1	S	6
ent	wal3-zig-tail	x.wal.0000000000000001	1	0	RECORD	4	704	701	f3dda275a2579b6e58134642ab32d135bf73d2b27b005cd789b95fd891bd7770
ent	wal3-zig-tail	x.wal.0000000000000001	1	1	RECORD	5	704	701	741601bc7a60a6a8d1afaef8128b96dc75c23667e1a847d413795f58c80c4538
ent	wal3-zig-tail	x.wal.0000000000000001	1	2	RECORD	6	704	701	ce5891549b5f6f9c8efc89fe027fc93594c05dc9b46acd678dcddd4065541ec0
ent	wal3-zig-tail	x.wal.0000000000000001	1	3	RECORD	7	704	701	044980e04a85d9d857c6dd38222740758850b1bf0211da7238bc4d700c37c345
ent	wal3-zig-tail	x.wal.0000000000000001	1	4	RECORD	8	704	701	adee082f0aed39aa3ffa89445454236e711f9bcc7552adbd25e14a7318d6cc5f
ent	wal3-zig-tail	x.wal.0000000000000001	1	5	RECORD	9	704	701	76c4204b969000a8a0b0f8b1a7ad657957d8e695898975ea557571aaaf1c9868
sec	wal3-zig-tail	x.wal.0000000000000002	0	S	2
ent	wal3-zig-tail	x.wal.0000000000000002	0	0	RECORD	1	128	121	75f72fcf8e91df0d7fabac7d58ed8141583e3671d699a97853d79afa174bbb08
ent	wal3-zig-tail	x.wal.0000000000000002	0	1	DELETE	2	-	-	-
sec	wal3-zig-tail	x.wal.0000000000000002	1	S	1
ent	wal3-zig-tail	x.wal.0000000000000002	1	0	RECORD	2	80	65	93e1159003ca59ba8187401c4e5de1cc93f006f2c3d249703f9e67e4ae3bf00a
sec	wal3-zig-tail	x.wal.0000000000000002	2	S	1
ent	wal3-zig-tail	x.wal.0000000000000002	2	0	PREALLOC	10	-	-	-
sec	wal3-zig-tail	x.wal.0000000000000002	3	S	1
ent	wal3-zig-tail	x.wal.0000000000000002	3	0	RECORD	11	16	1	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
sec	wal3-zig-tail	x.wal.0000000000000002	4	S	1
ent	wal3-zig-tail	x.wal.0000000000000002	4	0	RECORD	12	48	33	27ac4200b187e024c5305df56ee15fa899bb8ca2750de8a0bcbffd7cabcd3a5d
sec	wal3-zig-tail	x.wal.0000000000000002	5	S	1
ent	wal3-zig-tail	x.wal.0000000000000002	5	0	RECORD	12	0	0	-
